id,P2,P3,P4,P5,P6,P7,P8,P9,P10,F1,F2,F3,F4,F5,F6,F7,S1,A1,A2,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,TOTAL
178,Urban,Male,20,English,Graduate,"40,000 - 60,000",With other adult relatives,Graduate,Graduate,passive,passive,no record,"Saving cash at home, Putting money in a savings/deposits account, Investing in stocks and shares",< 5%,I keep the money in my bank account,Atleast one month but less than 3 months,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the second set.,"Car, House",Less than Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Exactly Rs. 110,Less than they can buy today,9
179,Urban,Female,20,English,12th pass,"> 60,000",With partner/spouse,Postgraduate,Postgraduate,passive,passive,no record,"Saving cash at home, Putting money in a savings/deposits account, Investing in stocks and shares",no income,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,"Check the balance and transactions of my bank account online, Bought goods and services online",Debit card,You buy the second set.,"Jewellery, Car, House",Rs. 2 lakhs,Rs. 100 plus 3%,Not sure,"Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Not sure,Not sure,7
180,Urban,Male,21,English,Graduate,"40,000 - 60,000","With friends. colleagues or students, With other unrelated adults",Ph.D.,Postgraduate,passive,active,notes,"Saving cash at home, Putting money in a savings/deposits account, Giving money to family to save on your behalf",> 50%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",Atleast one month but less than 3 months,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the first set.,Not sure about any one,You will lose money,Rs. 100 plus 3%,"Rs. 15,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,More with their share of money than they can buy today,9
181,Urban,Male,21,English,Graduate,"> 60,000",Alone,Graduate,Graduate,active,active,notes,"Saving cash at home, Putting money in a savings/deposits account",10% - 50%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the second set.,"Jewellery, Car, House",You will lose money,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,More with their share of money than they can buy today,11
182,Urban,Female,19,English,12th pass,"> 60,000",With other adult relatives,Graduate,Graduate,passive,passive,notes,Putting money in a savings/deposits account,no income,I keep the money in my bank account,Don't know,"Check the balance and transactions of my bank account online, Bought goods and services online",Credit card,You buy the first set.,"Jewellery, Car, House",Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Not sure,Not sure,7
183,Urban,Male,21,English,12th pass,"> 60,000",With other adult relatives,Graduate,Postgraduate,passive,passive,no record,Giving money to family to save on your behalf,10% - 50%,I keep the money in my bank account,6 months or more,"Check the balance and transactions of my bank account online, Bought goods and services online",Debit card,You buy the second set.,"Jewellery, Car, House",You will lose money,Not sure,"Rs. 30,000","Use it for some other personal expense as this money was gifted to you and hence, will not be categorized as 'money you need to save'","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Not sure,Less than they can buy today,6
184,Urban,Male,31,Bengali,Postgraduate,"20,000 - 40,000",With other adult relatives,Graduate,Graduate,active,active,no record,Putting money in a savings/deposits account,< 5%,I'm generally not able to save money each month,Don't know,Check the balance and transactions of my bank account online,Debit card,You buy the second set.,Not sure about any one,Not sure,Rs. 100 plus 3%,Not sure,"Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Not sure,Not sure,Not sure,Not sure,4
185,Urban,Male,21,Bengali,Graduate,"< 20,000",Alone,Graduate,10th pass or less,passive,active,spreadsheet or same,"Putting money in a savings/deposits account, Buying bonds or time deposits, Investing in stocks and shares",no income,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the first set.,"Jewellery, House, Art works",You will lose money,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,Less than they can buy today,10
186,Urban,Male,21,Bengali,12th pass,"< 20,000",With other adult relatives,12th pass,Graduate,passive,active,notes,Saving cash at home,< 5%,I keep the money in my bank account,Less than a week,"Check the balance and transactions of my bank account online, Bought goods and services online",Debit card,You buy the second set.,"Jewellery, Car, House, Art works",Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,Not sure,9
187,Urban,Female,20,English,Postgraduate,"40,000 - 60,000",With children under the age of 18,Graduate,Graduate,active,passive,spreadsheet or same,"Giving money to family to save on your behalf, Investing in crypto-assets,NFTs",10% - 50%,I spend the saved money on shopping,Less than a week,Bought goods and services online,Credit card,You buy the first set.,"Jewellery, Art works, Not sure about any one",Rs. 2 lakhs,Rs. 105,"Rs. 25,000","Use it for some other personal expense as this money was gifted to you and hence, will not be categorized as 'money you need to save'","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,One business/investment,Not sure,Exactly Rs. 110,More with their share of money than they can buy today,2
188,Urban,Female,22,Bengali,Graduate,"40,000 - 60,000",With partner/spouse,12th pass,Graduate,passive,passive,no record,"Giving money to family to save on your behalf, Buying bonds or time deposits",10% - 50%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,Bought goods and services online,Credit card,You buy the first set.,"Jewellery, Child support",Less than Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,Not sure,Exactly Rs. 110,Less than they can buy today,8
189,Urban,Female,22,Hindi,Graduate,"40,000 - 60,000","With children under the age of 18, With other adult relatives",10th pass or less,Postgraduate,passive,passive,spreadsheet or same,"Giving money to family to save on your behalf, Investing in crypto-assets,NFTs",10% - 50%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,"Check the balance and transactions of my bank account online, Bought goods and services online",Debit card,You buy the first set.,"Jewellery, Car, House, Loan, Art works",Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Use it for some other personal expense as this money was gifted to you and hence, will not be categorized as 'money you need to save'","Seeing the huge demand, you decide to buy ₹22,000 model","Buy some light snack or beverage worth ₹20 to top off your lunch, thus exhausting your complete budget for lunch.",Multiple businesses/investment,No interest,Less than Rs. 110 (or is it?),More with their share of money than they can buy today,6
190,Urban,Female,22,English,Postgraduate,"40,000 - 60,000","With children under the age of 18, With other unrelated adults",Graduate,12th pass,passive,passive,spreadsheet or same,"Putting money in a savings/deposits account, Buying bonds or time deposits, Investing in crypto-assets,NFTs",5% - 10%,I'm generally not able to save money each month,6 months or more,"Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Credit card,You buy the first set.,"Jewellery, Car, House, Art works",You will lose money,Rs. 100 plus 3%,"Rs. 25,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model","Buy some light snack or beverage worth ₹20 to top off your lunch, thus exhausting your complete budget for lunch.",Multiple businesses/investment,No interest,Less than Rs. 110 (or is it?),Less than they can buy today,7
191,Urban,Female,22,Bengali,Graduate,"40,000 - 60,000",With children under the age of 18,Graduate,Graduate,active,passive,no record,"Saving cash at home, Buying bonds or time deposits",10% - 50%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,"Managed financial products and services (investments,loan,credits) online",Credit card,You buy the second set.,"Jewellery, Car, House, Loan, Child support",Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,The same amount,9
192,Urban,Female,22,Bengali,Graduate,"40,000 - 60,000",With children under the age of 18,Graduate,Graduate,active,passive,no record,"Saving cash at home, Buying bonds or time deposits",10% - 50%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,"Managed financial products and services (investments,loan,credits) online",Credit card,You buy the second set.,"Jewellery, Car, House, Loan, Child support",Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,The same amount,9
193,Urban,Male,20,English,Graduate,"> 60,000",With other adult relatives,Graduate,Postgraduate,passive,passive,notes,"Saving cash at home, Putting money in a savings/deposits account, Giving money to family to save on your behalf, Buying bonds or time deposits",10% - 50%,I spend the saved money on shopping,6 months or more,Check the balance and transactions of my bank account online,Credit card,You buy the first set.,"Jewellery, Car, House, Art works",Less than Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model","Buy some light snack or beverage worth ₹20 to top off your lunch, thus exhausting your complete budget for lunch.",Multiple businesses/investment,No interest,Less than Rs. 110 (or is it?),The same amount,8
194,Rural,Female,22,English,Graduate,"20,000 - 40,000",With other adult relatives,12th pass,12th pass,passive,active,spreadsheet or same,"Saving cash at home, Putting money in a savings/deposits account, Buying bonds or time deposits",5% - 10%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",Atleast one month but less than 3 months,Bought goods and services online,Debit card,You buy the first set.,"Jewellery, Car, House, Art works, Child support",You will lose money,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Less than Rs. 110 (or is it?),Less than they can buy today,9
195,Urban,Male,21,English,Graduate,"40,000 - 60,000",With friends. colleagues or students,12th pass,Graduate,active,active,no record,"Putting money in a savings/deposits account, Investing in crypto-assets,NFTs",no income,I keep the money in my bank account,Atleast a week but less than a month,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the first set.,"Jewellery, Car, House, Art works",You will lose money,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","You stick with the ₹25,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Exactly Rs. 110,The same amount,11
196,Urban,Male,20,Hindi,Graduate,"40,000 - 60,000","With children under the age of 18, With friends. colleagues or students",12th pass,12th pass,passive,passive,no record,"Giving money to family to save on your behalf, Investing in crypto-assets,NFTs",10% - 50%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,Bought goods and services online,Credit card,You buy the first set.,"Jewellery, Car, Art works, Child support",Rs. 2 lakhs,Rs. 105,"Rs. 30,000","Use it for some other personal expense as this money was gifted to you and hence, will not be categorized as 'money you need to save'","You stick with the ₹25,000 model","Buy some light snack or beverage worth ₹20 to top off your lunch, thus exhausting your complete budget for lunch.",One business/investment,No interest,More than Rs. 110,More with their share of money than they can buy today,5
197,Urban,Male,20,English,Graduate,"> 60,000",With other adult relatives,Postgraduate,Postgraduate,passive,active,spreadsheet or same,"Saving cash at home, Giving money to family to save on your behalf",> 50%,I keep the money in my bank account,Atleast 3 months but less than 6 months,"Check the balance and transactions of my bank account online, Bought goods and services online",Credit card,You buy the first set.,"Jewellery, Car, House, Art works",You will lose money,Rs. 100 plus 3%,"Rs. 30,000","Use it for some other personal expense as this money was gifted to you and hence, will not be categorized as 'money you need to save'","You stick with the ₹25,000 model","Buy some light snack or beverage worth ₹20 to top off your lunch, thus exhausting your complete budget for lunch.",Multiple businesses/investment,No interest,More than Rs. 110,The same amount,9
198,Urban,Female,21,English,Graduate,"20,000 - 40,000",With friends. colleagues or students,Graduate,Postgraduate,passive,passive,notes,Saving cash at home,no income,I'm generally not able to save money each month,Don't know,"Check the balance and transactions of my bank account online, Bought goods and services online",Debit card,You buy the first set.,"Jewellery, House",Rs. 2 lakhs,Rs. 100 plus 3%,Not sure,"Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Not sure,Not sure,5
199,Urban,Female,21,English,Graduate,"> 60,000",With other adult relatives,Graduate,Graduate,passive,passive,notes,"Putting money in a savings/deposits account, Giving money to family to save on your behalf",no income,I keep the money in my bank account,Atleast a week but less than a month,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the second set.,"Jewellery, Car, House, Art works",Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Exactly Rs. 110,Less than they can buy today,9
200,Urban,Male,20,Hindi,Graduate,"20,000 - 40,000",With other adult relatives,Graduate,12th pass,passive,passive,no record,Putting money in a savings/deposits account,no income,I keep the money in my bank account,6 months or more,"Check the balance and transactions of my bank account online, Bought goods and services online",Debit card,You buy the second set.,"Jewellery, House, Art works",You will lose money,Rs. 100 plus 3%,"Rs. 15,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,Less than they can buy today,8
201,Urban,Male,21,English,Graduate,"< 20,000","With children under the age of 18, With other adult relatives",12th pass,12th pass,active,active,spreadsheet or same,"Putting money in a savings/deposits account, Investing in crypto-assets,NFTs, Investing in stocks and shares",no income,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",Less than a week,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the second set.,Art works,Less than Rs. 2 lakhs,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,Less than Rs. 110 (or is it?),Less than they can buy today,10
202,Urban,Female,21,Bengali,Graduate,"< 20,000",With other adult relatives,12th pass,Graduate,passive,active,notes,"Saving cash at home, Giving money to family to save on your behalf",no income,I spend the saved money on shopping,Atleast a week but less than a month,"Check the balance and transactions of my bank account online, Bought goods and services online",Debit card,You buy the second set.,"Jewellery, House, Art works",You will lose money,Rs. 100 plus 3%,Not sure,"Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model","Buy some light snack or beverage worth ₹20 to top off your lunch, thus exhausting your complete budget for lunch.",Multiple businesses/investment,No interest,More than Rs. 110,Not sure,7
203,Urban,Female,35,English,Postgraduate,"20,000 - 40,000",With other adult relatives,12th pass,10th pass or less,active,passive,no record,Putting money in a savings/deposits account,< 5%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",Atleast 3 months but less than 6 months,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the first set.,"Jewellery, House",You will lose money,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,Less than they can buy today,9
204,Urban,Male,35,English,Postgraduate,"40,000 - 60,000",With other adult relatives,Ph.D.,Graduate,passive,active,spreadsheet or same,"Putting money in a savings/deposits account, Buying bonds or time deposits, Investing in stocks and shares",10% - 50%,"I invest this money periodically across various asset classes like bonds, stocks, cryptocurrency, fixed deposits, etc.",6 months or more,"Check the balance and transactions of my bank account online, Bought goods and services online, Managed financial products and services (investments,loan,credits) online",Debit card,You buy the first set.,"Jewellery, Car, House",You will lose money,Rs. 100 plus 3%,"Rs. 30,000","Add it to your savings for your new phone and go on to save ₹1,000 more for that month","Seeing the huge demand, you decide to buy ₹22,000 model",You keep the remaining money with yourself and do not buy anything else.,Multiple businesses/investment,No interest,More than Rs. 110,Less than they can buy today,10
